Month,Posting Date,Category,CustomerName,,Ship-to Code,BILL TO STATE,Item/Service Description,Qty,Basic Value
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Tamil Nadu,SBW600 BK,1,"18,007.63"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Telangana,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Kerala,ATOMIK BB20 RB,1,"1,524.58"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,ATOMIK BB20 BK,1,"1,488.60"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Uttarakhand,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Karnataka,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Assam,BT03-RGB-BK,1,592.37
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,2,"2,185.00"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Tamil Nadu,ATOMIK BB20 RB,1,"1,524.58"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Telangana,BTW100 XTREME WH,1,828.43
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Maharashtra,BTW100-KHROME-PR,1,990.68
May-2024,11/05/2024,Customer Sale,CRED-B2C SALE,,,Karnataka,EM01 TYPE C BK,1,422.88
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Maharashtra,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Delhi,BTW100-KHROME-PWH,1,"1,735.59"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Tamil Nadu,BTW100 XTREME WH,1,"1,100.85"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,BTW100-KHROME-PR,1,941.14
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Karnataka,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Telangana,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Odisha,BH41-BK,1,"1,270.34"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,TATACLIQ MARKETPLACE,,,Karnataka,EM06-TYPE-C-BK,1,338.14
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Kerala,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,SBA20-KONCERT-BK,1,"1,327.58"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Maharashtra,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,GOKWIK COMMERCE SOLUTIONS PRIVATE LIMITED,,,Telangana,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,BE120-BL,1,"1,150.47"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Karnataka,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Karnataka,BTW100 XTREME WH,1,"1,113.56"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,CRED-B2C SALE,,,Karnataka,BTW300 BL,1,"1,355.08"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Tamil Nadu,ATOMIK BB20 RB,1,"1,524.58"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,West Bengal,BTW100-KHROME-PWH,1,989.45
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Gujarat,BE120-BL,1,"1,150.47"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Arunachal Pradesh,ATOMIK BB20 RB,1,"1,524.58"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Gujarat,ATOMIK BB20 RB,1,"1,524.58"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,BT03 BK,1,660.17
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Kerala,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Kerala,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Maharashtra,ATOMIK BB50 BK,1,"4,660.17"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Gujarat,BE120-BL,2,"4,657.62"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Haryana,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Tamil Nadu,ATOMIK BB20 BK,1,"1,524.58"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Bihar,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Kerala,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,BTW100 XTREME BK,1,828.43
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,TATACLIQ MARKETPLACE,,,West Bengal,BTW100-LITE-BK,1,592.37
May-2024,11/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Tamil Nadu,BTW100-KHROME-PWH,1,"1,041.53"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Gujarat,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Odisha,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Gujarat,ATOMIK BB20 RB,1,"1,524.58"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Telangana,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,TATACLIQ MARKETPLACE,,,Telangana,SBA01-REKURVE-BK,1,"4,236.44"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Telangana,BTW100 XTREME WH,1,"1,100.85"
May-2024,11/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Maharashtra,BTW100 XTREME BK,1,872.03
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Punjab,BTW100-KHROME-PWH,1,989.45
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Uttar Pradesh,EM01 BK,1,269.49
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,West Bengal,EM06-TYPE-C-BL,1,295.76
May-2024,11/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Tamil Nadu,SBA20-KONCERT-BK,1,"1,397.46"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Uttar Pradesh,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Kerala,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,BTW100-KHROME-PR,1,941.14
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Andhra Pradesh,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Kerala,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Bihar,EM01 BK,1,274.58
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Uttar Pradesh,EM06-TYPE-C-BL,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Karnataka,ATOMIK BB20 RB,1,"1,609.32"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Telangana,BTW300 BL,1,"1,230.97"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM01 TYPE C BK,2,"1,816.28"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,BTW100 XTREME BK,1,828.43
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Punjab,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Tamil Nadu,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Tamil Nadu,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Tamil Nadu,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,DELHIVERY-COD,,,Maharashtra,BT03 BK,1,655.93
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Karnataka,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Jammu and Kashmir,EM01 BK,1,274.58
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,SBA20-KONCERT-BK,1,"1,327.58"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,BTW100-KHROME-PWH,1,"1,028.81"
May-2024,11/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,BE120-BL,1,"1,185.59"
May-2024,11/05/2024,Customer Sale,CRED-B2C SALE,,,Maharashtra,EM01 TYPE C BK,1,465.25
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Assam,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Andhra Pradesh,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,ATOMIK BB20 BK,1,"1,488.60"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,BTW100 XTREME WH,1,828.43
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Telangana,EM06-TYPE-C-BL,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Kerala,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Telangana,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Maharashtra,SBA01-KRISP-DOLBY-BK,1,"5,096.61"
May-2024,11/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,BE120-BL,1,"1,185.59"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Meghalaya,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Bihar,EM06-TYPE-C-BL,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Tamil Nadu,EM06-TYPE-C-BK,1,295.76
May-2024,11/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Karnataka,BTW300 BL,1,"1,228.81"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Uttar Pradesh,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,TATACLIQ MARKETPLACE,,,West Bengal,BTW300 BL,1,"1,185.59"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,BTW100-KHROME-PWH,1,989.45
May-2024,11/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,BE120-BL,1,"1,185.59"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Karnataka,EM01 TYPE C BK,1,465.25
May-2024,11/05/2024,Customer Sale,CRED-B2C SALE,,,Maharashtra,EM01 TYPE C BK,1,422.88
May-2024,11/05/2024,Customer Sale,DELHIVERY-COD,,,Karnataka,BTW100 XTREME BK,1,"1,079.66"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Chattisgarh,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Telangana,SBA20-KONCERT-BK,1,"1,408.09"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Tamil Nadu,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Chattisgarh,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Mizoram,EM06-TYPE-C-BL,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,West Bengal,EM06-TYPE-C-BL,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Telangana,BT03 BK,1,744.92
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Maharashtra,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Andhra Pradesh,BTW100 XTREME BK,1,828.43
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Uttar Pradesh,EM01 BK,1,274.58
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,BTW100-KHROME-PWH,1,989.45
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,West Bengal,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,TATACLIQ MARKETPLACE,,,Maharashtra,ATOMIK BB50 BK,1,"4,660.17"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Telangana,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,ATOMIK BB20 BK,1,"1,488.60"
May-2024,11/05/2024,Customer Sale,CASHFREE,,,Karnataka,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Karnataka,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Karnataka,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Jharkhand,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,BTW100-KHROME-PR,1,941.14
May-2024,11/05/2024,Customer Sale,DELHIVERY-COD,,,Uttar Pradesh,BTW300 BL,1,"1,333.90"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,SBA20-KONCERT-BK,1,"1,327.58"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Chattisgarh,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Kerala,BTW100 XTREME BK,1,"1,100.85"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Gujarat,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Bihar,ATOMIK BB20 BK,1,"1,609.32"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,BT03 BK,1,829.66
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,BE120-BL,1,"1,150.47"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Karnataka,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,TATACLIQ MARKETPLACE,,,West Bengal,ATOMIK BB20 BK,1,"1,609.32"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Tamil Nadu,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,DELHIVERY-COD,,,Gujarat,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,BT03 BK,1,744.92
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Maharashtra,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,DELHIVERY-COD,,,Madhya Pradesh,BTW100-KHROME-PWH,1,"1,079.66"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Kerala,ATOMIK BB20 RB,1,"1,372.88"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Bihar,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Maharashtra,SBA50-BK,1,"2,965.25"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,1,350.85
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Telangana,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tripura,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,BTW100-KHROME-PWH,1,989.45
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,RELIANCE RETAIL (JIO MART),,,Karnataka,SBA15-GM,1,846.61
May-2024,11/05/2024,Customer Sale,CRED-B2C SALE,,,Karnataka,EM01 TYPE C BK,1,422.88
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Madhya Pradesh,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Tamil Nadu,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,CPAS TECHNOLOGIES PRIVATE LIMITED,,Karnataka,Karnataka,BTW300 BK,-2,"-1,960.00"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Karnataka,ATOMIK BB20 RB,1,"1,524.58"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,BT03 BK,1,660.17
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Gujarat,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Tamil Nadu,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Tamil Nadu,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,BTW100 XTREME BK,1,828.43
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,BT03 BK,1,744.92
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,BE120-BL,1,"1,150.47"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Punjab,BTW300 BL,2,"4,793.22"
May-2024,11/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Karnataka,BTW100 XTREME BK,1,"1,100.85"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,DELHIVERY-COD,,,Karnataka,ATOMIK BB20 BK,1,"1,588.14"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Telangana,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,SBA01-REKURVE-BK,1,"4,215.25"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Assam,BH41-BL,1,"1,270.34"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Karnataka,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Bihar,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,BTW100-KHROME-PR,1,941.14
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Kerala,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Uttarakhand,BTW100-KHROME-PWH,1,989.45
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,BE120-BL,1,"1,150.47"
May-2024,11/05/2024,Customer Sale,CASHFREE,,,Maharashtra,BTW100-KHROME-PWH,1,"1,041.53"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,SBA01-REKURVE-BK,1,"4,215.25"
May-2024,11/05/2024,Customer Sale,CASHFREE,,,Telangana,BTW300-PLATINUM-BK,1,"3,388.98"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Andhra Pradesh,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,RELIANCE RETAIL (JIO MART),,,Maharashtra,SBA15-GM,1,846.61
May-2024,11/05/2024,Customer Sale,BI World India Pvt Ltd(Marketplace),,,Chandigarh,BTW12 KHROME BK,1,861.02
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Haryana,EM01 TYPE C BK,1,477.97
