Month,Posting Date,Category,CustomerName,,Ship-to Code,BILL TO STATE,Item/Service Description,Qty,Basic Value
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Delhi,ATOMIK BB20 BK,1,"1,609.32"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Andhra Pradesh,EM01 BK,1,295.76
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Haryana,BTW300 BK,1,"1,270.34"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Kerala,BH41-BK,1,"1,270.34"
May-2024,18/05/2024,Customer Sale,CRED-B2C SALE,,,Karnataka,BTW100 XTREME BK,1,761.86
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Karnataka,SBA15 BK,1,804.24
May-2024,18/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,SBA20 BK,1,"1,110.21"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Maharashtra,EM01 BK,1,295.76
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Haryana,EM01 BK,1,295.76
May-2024,18/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Telangana,SBW100-NXT-BK,1,"3,431.36"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Madhya Pradesh,BH41-BL,1,"1,270.34"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Maharashtra,SBA20 BK,1,"1,143.22"
May-2024,18/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Gujarat,SBA20-KONCERT-BK,1,"1,408.09"
May-2024,18/05/2024,Customer Sale,BI World India Pvt Ltd(Marketplace),,,Maharashtra,BTW300 BK,1,"1,228.81"
May-2024,18/05/2024,Customer Sale,DELHIVERY-COD,,,Maharashtra,ATOMIK BB20 RB,1,"1,651.69"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Andhra Pradesh,BTW300 BK,1,"1,270.34"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Tamil Nadu,SBA20 BK,1,"1,143.22"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Delhi,SBA20-PRO-BK,1,"1,355.08"
May-2024,18/05/2024,Customer Sale,TATACLIQ MARKETPLACE,,,Maharashtra,BTW100 XTREME BK,1,846.61
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Karnataka,SBA20-PRO-BK,1,"1,355.08"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Kerala,SBA15 BK,1,804.24
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Odisha,SBW100-NXT-BK,1,"2,541.53"
May-2024,18/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Kerala,SBW550 BK,1,"8,134.75"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Rajasthan,SBW550 BK,1,"8,473.73"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Kerala,SBA20-PRO-BK,1,"1,439.83"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Assam,ATOMIK-PS30-PRO,1,"2,541.53"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Telangana,SBA15 BK,1,804.24
May-2024,18/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,BT03 BK,1,744.92
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Haryana,BTW12-KHROME-PL,1,931.36
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Maharashtra,BT03 BK,1,770.34
May-2024,18/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Telangana,SBA15 BK,1,829.66
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Andhra Pradesh,SBA20 BK,1,"1,143.22"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Tamil Nadu,BH41-BK,1,"1,270.34"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Karnataka,BH41-BK,1,"1,270.34"
May-2024,18/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Haryana,BTW100-KHROME-PWH,1,989.45
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Maharashtra,BH41-BL,1,"1,270.34"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Mizoram,SBA15 BK,1,804.24
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Punjab,BH41-BL,1,"1,270.34"
May-2024,18/05/2024,Customer Sale,BI World India Pvt Ltd(Marketplace),,,Tamil Nadu,BTW12 KHROME WH,1,861.02
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Telangana,EM01 BK,1,295.76
May-2024,18/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Uttarakhand,SBA20-KONCERT-BK,1,"1,550.00"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Andhra Pradesh,BTW300 BL,1,"1,270.34"
May-2024,18/05/2024,Customer Sale,CASHFREE,,,Karnataka,SBA15 BK,1,829.66
May-2024,18/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,SBA15 BK,1,829.66
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Maharashtra,BTW09-AIR-BL,1,804.24
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Tamil Nadu,SBA30 BK,1,"2,541.53"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Uttar Pradesh,EM01 BK,1,295.76
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Tamil Nadu,BTW100 XTREME BK,1,"1,100.85"
May-2024,18/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,ATOMIK-PS30-PRO,1,"2,499.15"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Delhi,ATOMIK BB20 RB,1,"1,609.32"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Tamil Nadu,SBA15 BK,1,804.24
May-2024,18/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,SBA20-PRO-BK,1,"1,326.78"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Kerala,SBA20-PRO-BK,1,"1,355.08"
May-2024,18/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Andhra Pradesh,SBA10 GOLD,1,908.94
May-2024,18/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Tamil Nadu,SBA20-KONCERT-BK,1,"1,270.34"
May-2024,18/05/2024,Customer Sale,CASHFREE,,,Karnataka,SBA15 BK,1,829.66
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Maharashtra,SBA20-PRO-BK,1,"1,355.08"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Kerala,BTW300 BK,1,"1,270.34"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Telangana,SBW150-NXT-BK,1,"4,660.17"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Tamil Nadu,SBA20-PRO-BK,1,"1,355.08"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Maharashtra,SBA15 BK,1,770.34
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Kerala,SBA20 BK,1,"1,143.22"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Karnataka,BTW09-AIR-BL,1,804.24
May-2024,18/05/2024,Customer Sale,CRED-B2C SALE,,,Uttar Pradesh,BTW100 XTREME BK,1,761.86
May-2024,18/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Delhi,SBA20-PRO-BK,1,"1,326.78"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Uttar Pradesh,BTW100 XTREME BK,1,"1,100.85"
May-2024,18/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,BTW100 XTREME BK,1,"1,100.85"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Maharashtra,SBA20-KONCERT-BK,1,"1,524.58"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Maharashtra,BTW300 BK,1,"1,270.34"
May-2024,18/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Karnataka,SBW100-NXT-BK,1,"2,542.37"
May-2024,18/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Telangana,BTW100-KHROME-PWH,1,966.1
May-2024,18/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,SBA20-KONCERT-BK,1,"1,488.60"
May-2024,18/05/2024,Customer Sale,CRED-B2C SALE,,,Gujarat,BTW300 BL,1,"1,355.08"
May-2024,18/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Gujarat,BTW100 XTREME BK,1,"1,069.96"
May-2024,18/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,SBW100-NXT-BK,1,"3,346.61"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Telangana,BTW100 XTREME BK,1,"1,100.85"
May-2024,18/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Tamil Nadu,SBA20 BK,1,"1,143.22"
May-2024,18/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,BTW100 XTREME BK,1,"1,100.85"
May-2024,20/05/2024,Customer Sale,ONLINE PERFUMES PVT. LTD,,SHIP TO HARYANA,Haryana,EM01 BK,6,"2,652.00"
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,SBA25 GAMING,24,"31,671.36"
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,BTW300-XTREME-BL,1,"1,137.08"
May-2024,20/05/2024,Customer Sale,ONLINE PERFUMES PVT. LTD,,SHIP TO HARYANA,Haryana,EM01 BK,6,"2,652.00"
May-2024,20/05/2024,Customer Sale,CUSTOMER UNREGISTER,,BIBHUTI SATAPATHY,Odisha,SBA10 GOLD,1,"1,338.14"
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,EM06-TYPE-C-BK,9,"2,410.56"
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,BTW100 XTREME BK,6,"4,773.30"
May-2024,20/05/2024,Customer Sale,CUSTOMER UNREGISTER,,BIBHUTI SATAPATHY,Odisha,SBA10 GOLD,-1,"-1,338.14"
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,BTW100 XTREME WH,1,795.55
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,BTW300-PLATINUM-BK,244,"734,937.76"
May-2024,20/05/2024,Customer Sale,SWASTIK ENTERPRISES,,Punjab,Punjab,TS120 BK,5,"32,200.00"
May-2024,20/05/2024,Customer Sale,CUSTOMER UNREGISTER,,BIBHUTI SATAPATHY,Odisha,SBA30 BK,1,"2,117.80"
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,BTW100 KHROME BL,1,832.72
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,BTW100-XTREME-BL,293,"233,096.15"
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,EM06-TYPE-C-BL,231,"61,871.04"
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,EM01 BK,850,"217,251.50"
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,SBA15-GM,578,"433,852.58"
May-2024,20/05/2024,Customer Sale,CUSTOMER UNREGISTER,,BIBHUTI SATAPATHY,Odisha,SBA10 GOLD,-1,-914.41
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,BE120-BK,1,912.91
May-2024,20/05/2024,Customer Sale,ONLINE PERFUMES PVT. LTD,,SHIP TO HARYANA,Haryana,BT03 BK,-15,"-11,130.00"
May-2024,20/05/2024,Customer Sale,VERDICAL SOLUTIONS INDIA PRIVATE LIMITED,,New Delhi,Delhi,SPR-BP-GBXSBA20-PRO,-11,-371.91
May-2024,20/05/2024,Customer Sale,SWASTIK ENTERPRISES,,Punjab,Punjab,ATOMIK BB20 BK,5,"6,435.00"
May-2024,20/05/2024,Customer Sale,ONLINE PERFUMES PVT. LTD,,SHIP TO HARYANA,Haryana,BT55 BK,-3,"-4,194.00"
May-2024,20/05/2024,Customer Sale,CUSTOMER UNREGISTER,,BIBHUTI SATAPATHY,Odisha,SBA30 BK,1,"2,541.53"
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,BTW100 KHROME WH,8,"6,661.76"
May-2024,20/05/2024,Customer Sale,ONLINE PERFUMES PVT. LTD,,SHIP TO HARYANA,Haryana,BT55 BK,3,"4,194.00"
May-2024,20/05/2024,Customer Sale,SWASTIK ENTERPRISES,,Punjab,Punjab,SBW08 BK,5,"33,865.00"
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,BTW300-XTREME-BK,1,"1,137.08"
May-2024,20/05/2024,Customer Sale,ONLINE PERFUMES PVT. LTD,,SHIP TO HARYANA,Haryana,EM01 BK,-6,"-2,652.00"
May-2024,20/05/2024,Customer Sale,CUSTOMER UNREGISTER,,Vinod Benjamin,Karnataka,SPR-BP-ECLBH11,1,169.49
May-2024,20/05/2024,Customer Sale,ONLINE PERFUMES PVT. LTD,,SHIP TO HARYANA,Haryana,BT03 BK,15,"11,130.00"
May-2024,20/05/2024,Customer Sale,ONLINE PERFUMES PVT. LTD,,SHIP TO HARYANA,Haryana,BT03 BK,15,"11,130.00"
May-2024,20/05/2024,Customer Sale,CUSTOMER UNREGISTER,,BIBHUTI SATAPATHY,Odisha,SBA30 BK,-1,"-2,541.53"
May-2024,20/05/2024,Customer Sale,ONLINE PERFUMES PVT. LTD,,SHIP TO HARYANA,Haryana,BT55 BK,3,"4,194.00"
May-2024,20/05/2024,Customer Sale,SWASTIK ENTERPRISES,,Punjab,Punjab,ATOMIK-PS30-PRO,5,"10,165.00"
May-2024,20/05/2024,Customer Sale,VERDICAL SOLUTIONS INDIA PRIVATE LIMITED,,New Delhi,Delhi,SBA20-Pro-BK,-100,"-115,169.00"
May-2024,20/05/2024,Customer Sale,ONLINE PERFUMES PVT. LTD,,SHIP TO HARYANA,Haryana,SBA20 BK,-3,-754.38
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,BTW09 BK,12,"32,019.00"
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,BT10 BL,3,"2,719.14"
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,BTW100 KHROME BK,2,"1,665.44"
May-2024,20/05/2024,Customer Sale,SUPER GIFTS INDIA PRIVATE LIMITED,,HYDERABAD,Telangana,SPR-BP-GBXBT03,-35,-755.3
May-2024,20/05/2024,Customer Sale,SUPER GIFTS INDIA PRIVATE LIMITED,,HYDERABAD,Telangana,SPR-BP-GBXSBA15,-35,-560
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,SBA15 BK,11,"7,292.45"
May-2024,20/05/2024,Customer Sale,ONLINE PERFUMES PVT. LTD,,SHIP TO HARYANA,Haryana,SBA20 BK,3,754.38
May-2024,20/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Gurgaon HBX1,Haryana,SBA01 BK,17,"68,506.77"
May-2024,20/05/2024,Customer Sale,SUPER GIFTS INDIA PRIVATE LIMITED,,HYDERABAD,Telangana,SPR-BP-STKR,-400,-136
May-2024,20/05/2024,Customer Sale,ONLINE PERFUMES PVT. LTD,,SHIP TO HARYANA,Haryana,SBA20 BK,3,754.38
May-2024,20/05/2024,Customer Sale,SUPER GIFTS INDIA PRIVATE LIMITED,,HYDERABAD,Telangana,SPR-BP-GBXSBA20-KONCERT,-40,"-1,145.20"
May-2024,20/05/2024,Customer Sale,SUPER GIFTS INDIA PRIVATE LIMITED,,HYDERABAD,Telangana,SPR-BP-GBXSBA20,-15,-737.25
May-2024,20/05/2024,Customer Sale,SWASTIK ENTERPRISES,,Punjab,Punjab,SBWL10 BK,5,"32,200.00"
May-2024,21/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,BH41-BL,-1,"-1,230.97"
May-2024,21/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Delhi,BTW100-KHROME-PWH,-1,-989.45
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Chattisgarh,ATOMIK BB50 BK,-1,"-4,660.17"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Gujarat,EM06-TYPE-C-BL,-1,-295.76
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,BH31 BK,-1,"-1,185.60"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Odisha,BTW100 XTREME WH,-1,-990.68
May-2024,21/05/2024,Customer Sale,XPRESSBEES (COD),,,Tamil Nadu,SBW03 BK RCT,-1,"-6,185.59"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Rajasthan,EM01 BK,-1,-338.14
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Haryana,ATOMIK BB50 BK,-1,"-4,660.17"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Delhi,EM06 BK,-1,-253.39
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,BTW12-KHROME-PL,-1,"-1,016.10"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,EM01 BK,-1,-338.14
May-2024,21/05/2024,Customer Sale,DELHIVERY-COD,,,Uttar Pradesh,ATOMIK BB20 BK,-1,"-1,588.14"
May-2024,21/05/2024,Customer Sale,DELHIVERY-COD,,,Uttar Pradesh,ATOMIK BB20 BK,-1,"-1,588.14"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,BTW09-AIR-BL,-1,-592.37
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Odisha,EM01 TYPE C BK,-1,-465.25
May-2024,21/05/2024,Customer Sale,DELHIVERY-COD,,,Gujarat,SBW08 BK,-1,"-7,775.42"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Delhi,BTW300 BL,-1,"-1,185.59"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,BTW12 KHROME WH,-1,"-1,016.10"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Bihar,EM01 BK,-1,-338.14
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,EM01 BK,-1,-338.14
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,BTW100 XTREME WH,-1,"-1,100.80"
May-2024,21/05/2024,Customer Sale,IMAGECRAFT TECHNOLOGIES INDIA PRIVATE LIMITED,,Punjab,Punjab,PS30 BK,1,"2,033.00"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Rajasthan,BH41-BK,-1,"-1,270.30"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,BTW12 KHROME WH,-1,"-1,016.10"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,BTW300-XTREME-BK,-1,"-1,355.08"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,SBA10 GOLD,-1,-931.4
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Delhi,EM06-TYPE-C-BK,-1,-295.76
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,EM06-TYPE-C-BL,-1,-295.76
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,EM01-TYPE-C-BL,-1,-465.25
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,BTW100 XTREME BK,-1,"-1,100.80"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Rajasthan,EM06-TYPE-C-BL,-1,-295.76
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,EM01 BK,-1,-338.14
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Bihar,EM01 BK,-1,-338.14
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,BTW12 KHROME WH,-1,"-1,016.10"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,BTW09-AIR-BL,-1,-592.37
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,BTW300-XTREME-BK,-1,"-1,355.08"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Punjab,BTW09-AIR-BL,-1,-677.12
May-2024,21/05/2024,Customer Sale,DELHIVERY-COD,,,Maharashtra,BE120-BL,-1,"-1,217.40"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,BTW12 KHROME BK,-1,"-1,007.63"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,BTW100 XTREME BK,-1,-846.61
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Punjab,BTW300-XTREME-BL,-1,"-1,355.08"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,BTW300 GR,-1,"-1,270.30"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,SBW550 BK,-1,"-8,473.70"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,EM01 TYPE C BK,-1,-465.25
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,BTW12-KHROME-PL,-1,-965.25
May-2024,21/05/2024,Customer Sale,KREATIVE SOLUTIONS,,Delhi Okhla KREATIVE,Delhi,SBA20 BK,9,"8,748.27"
May-2024,21/05/2024,Customer Sale,DELHIVERY-COD,,,Tamil Nadu,BH41-BK,-1,"-1,295.76"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Rajasthan,EM01 TYPE C BK,-1,-465.25
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Madhya Pradesh,BTW12 KHROME BK,-1,"-1,007.63"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,BE100-XTREME-BK,-1,"-1,100.80"
May-2024,21/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Tamil Nadu,BTW20 BK,-1,-846.61
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,EM01 TYPE C BK,-1,-465.25
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Haryana,EM06-TYPE-C-BK,-1,-295.76
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,EM01 TYPE C BK,-1,-465.25
May-2024,21/05/2024,Customer Sale,BlueDart Express Limited-COD,,,Haryana,BTW300-XTREME-BL,-1,"-1,503.39"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,EM01 TYPE C BK,-1,-465.25
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Madhya Pradesh,EM06-TYPE-C-BK,-1,-295.76
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,BTW100 XTREME BK,-1,"-1,100.85"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,ATOMIK BB20 BK,-1,"-1,524.58"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,BTW100 XTREME BK,-1,"-1,100.85"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Rajasthan,BTW09-AIR-BL,-1,-846.6
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,ATOMIK BB20 RB,-1,"-1,609.32"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,EM06 BK,-1,-253.39
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,EM06-TYPE-C-BL,-1,-295.76
May-2024,21/05/2024,Customer Sale,CUSTOMER UNREGISTER,,Mahendra Singh,Madhya Pradesh,BE120-TOUCH-BL,1,"1,143.22"
May-2024,21/05/2024,Customer Sale,DELHIVERY-COD,,,Delhi,SBW550 BK,-1,"-8,719.49"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,ATOMIK BB50 BK,-1,"-4,660.17"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Jharkhand,EM01 TYPE C BK,-1,-465.25
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,EM01 TYPE C BK,-1,-465.25
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Gujarat,SBA20 BK,-1,"-1,143.22"
May-2024,21/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,BTW12-KHROME-PL,-1,"-1,016.10"
